"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.036036561931626,9,887,"Import into cell ","WAS IL10RA SLC2A5 SLC11A1 TREM2 HCK MYO7A TLR2 STAB1"
0.036036561931626,3,110,"T cell activation involved in immune response ","SLC11A1 HLX JAK3"
0.0362289544578015,2,38,"Regulation of microglial cell activation ","TREM2 C5AR1"
0.0362289544578015,5,323,"Antigen receptor-mediated signaling pathway ","LAT2 KLHL6 ADA WAS RUNX1"
0.0362289544578015,2,38,"Regulation of glial cell proliferation ","ASCL2 ETV5"
0.0363339808702844,3,111,"Cellular component assembly involved in morphogenesis ","MYBPC2 NEB TLR2"
0.0363339808702844,3,111,"Positive regulation of actin filament polymerization ","WAS SCIN HCK"
0.0363339808702844,3,111,"Regulation of phagocytosis ","SLC11A1 HCK TLR2"
0.0366063002527659,12,1386,"Cytoskeleton organization ","WAS MYBPC2 PARVG PSTPIP2 CCDC88B NEB HCLS1 HCK SERPINF2 SCIN ARAP1 FGD3"
0.0369839803874081,16,2106,"Apoptotic process ","PIM3 BMF CHAC1 OSGIN1 MPZ CCR5 ADA C5AR1 SCIN HCK HCLS1 JAK3 CREBBP CXCR4 FGD3 TLR2"
0.0369839803874081,2,39,"Neutral amino acid transport ","SLC36A1 SLC38A2"
0.0369839803874081,2,39,"Muscle filament sliding ","MYBPC2 NEB"
0.0369839803874081,2,39,"Actin-myosin filament sliding ","MYBPC2 NEB"
0.0369839803874081,2,39,"Regulation of oligodendrocyte differentiation ","TLR2 CXCR4"
0.0369839803874081,2,39,"MyD88-dependent toll-like receptor signaling pathway ","IRAK2 TLR2"
0.0369839803874081,2,39,"Regulation of T cell apoptotic process ","ADA JAK3"
0.0372194510936302,5,328,"Regulation of vasculature development ","CXCR4 GPR4 C5AR1 STAB1 RUNX1"
0.0372404644777848,4,212,"Response to hexose ","GIPR SESN2 SLC2A5 PIM3"
0.0377270239490927,3,114,"Response to chemokine ","TREM2 CXCR4 CCR5"
0.0377270239490927,3,114,"Cellular response to chemokine ","TREM2 CXCR4 CCR5"
0.0377270239490927,10,1062,"Tube development ","CXCR4 HLX ST14 SERPINF2 GPR4 ADA C5AR1 ETV5 STAB1 RUNX1"
0.0382242430174192,2,40,"Embryonic digestive tract development ","HLX ADA"
0.0393303956948311,3,116,"Protein activation cascade ","C1QB C5AR2 C5AR1"
0.0394650173218217,2,41,"Positive regulation of ATP metabolic process ","TREM2 ESRRB"
0.0394650173218217,2,41,"Stem cell division ","ETV5 ESRRB"
0.0394650173218217,6,465,"Second-messenger-mediated signaling ","CXCR4 CCR5 TREM2 GIPR ADA LAT2"
0.0394650173218217,2,41,"Macrophage differentiation ","HCLS1 TLR2"
0.0394650173218217,4,217,"Response to monosaccharide ","GIPR SESN2 SLC2A5 PIM3"
0.0397666015685814,4,218,"Rho protein signal transduction ","F2RL3 GPR4 FGD3 WAS"
0.0400853885736988,5,337,"Regulation of autophagy ","SESN2 TMEM150B BMF IL10RA TREM2"
0.0404562922587585,5,338,"Lymphocyte proliferation ","JAK3 SLC11A1 EBI3 CCDC88B ADA"
0.0407059475893633,2,42,"Positive regulation of purine nucleotide biosynthetic process ","TREM2 ESRRB"
0.0407059475893633,2,42,"Positive regulation of nucleotide biosynthetic process ","TREM2 ESRRB"
0.0407059475893633,2,42,"Macrophage chemotaxis ","C5AR1 SLAMF8"
0.04090386746708,4,221,"Epithelial cell development ","CXCR4 MYO7A ST14 GPR4"
0.04090386746708,5,340,"Mononuclear cell proliferation ","JAK3 SLC11A1 EBI3 CCDC88B ADA"
0.0414450687637545,9,922,"Cell-cell adhesion ","FERMT3 JAK3 ADA HLX CCDC88B MPZ RUNX1 EBI3 SERPINF2"
0.0420317478962229,8,769,"Endocytosis ","WAS IL10RA SLC11A1 TREM2 HCK MYO7A TLR2 STAB1"
0.0420317478962229,3,121,"Osteoclast differentiation ","LILRB3 MAFB TREM2"
0.0420317478962229,2,43,"Peptidyl-tyrosine autophosphorylation ","HCK SLA"
0.0420317478962229,8,769,"Regulation of protein transport ","RHBDF2 GIPR TLR2 IL17RA PIM3 TREM2 C5AR2 HCLS1"
0.0420317478962229,2,43,"Regulation of granulocyte chemotaxis ","C5AR1 C5AR2"
0.0427022206508769,3,122,"Regulation of acute inflammatory response ","C5AR2 C1QB C5AR1"
0.0427022206508769,3,122,"Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains ","SLC11A1 HLX ADA"
0.044393974885616,4,228,"Glial cell differentiation ","TREM2 TLR2 C5AR1 CXCR4"
0.0450765972615469,2,45,"Cellular response to amino acid starvation ","SESN2 SLC38A2"
0.0451159129991782,3,125,"Glial cell development ","TREM2 TLR2 C5AR1"
0.0451159129991782,3,125,"Mononuclear cell migration ","PLA2G7 C5AR1 SLAMF8"
0.0457019264817272,15,1991,"Regulation of transport ","RHBDF2 F2RL3 GIPR SLC11A1 TREM2 CXCR4 TLR2 KCNK13 IL17RA ADA PIM3 HCK C5AR2 HCLS1 SCIN"
0.0457997917730099,5,353,"Muscle contraction ","MYBPC2 CXCR4 ADA MYBPH NEB"
0.0462734897176328,9,946,"Regulation of cell motility ","PLA2G7 FERMT3 TREM2 CXCR4 ADA C5AR1 WAS C5AR2 SLAMF8"
0.0462734897176328,3,127,"Erythrocyte differentiation ","JAK3 MAFB HCLS1"
0.0462734897176328,4,232,"Ear development ","MYO7A C1QB MAFB ESRRB"
0.0462734897176328,3,127,"Defense response to Gram-positive bacterium ","TLR2 RNASE3 C5AR1"
0.0462734897176328,3,127,"Positive regulation of adaptive immune response ","SLC11A1 HLX ADA"
0.0476818601608305,4,235,"Regulation of protein polymerization ","WAS SCIN HCLS1 HCK"
0.0476818601608305,2,47,"Regulation of cell adhesion mediated by integrin ","FERMT3 ADA"
0.0482797627720226,7,641,"Positive regulation of defense response ","TLR2 TREM2 IRAK2 IL17RA CREBBP HCK PLA2G7"
0.0483969598409618,5,360,"Leukocyte proliferation ","JAK3 SLC11A1 EBI3 CCDC88B ADA"
0.049272917710679,2,48,"Response to amino acid starvation ","SESN2 SLC38A2"
0.0495249402500424,3,131,"Myelination ","TLR2 MPZ CXCR4"
0.0498198794103355,4,239,"Cellular response to lipopolysaccharide ","IRAK2 TLR2 CCR5 HCK"
0.0499163778378155,8,801,"Regulation of peptide transport ","RHBDF2 GIPR TLR2 IL17RA PIM3 TREM2 C5AR2 HCLS1"
