"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
4.0416659797461e-06,32,500,"Regulation of immune effector process ","SASH3 TNFRSF14 SYK FES MICB GRN CD84 HAVCR2 LGALS9 IFNLR1 FGR TNFRSF1B IRAK3 PTPN6 HLX VAV1 FCER1G NOD2 PTAFR WAS VAMP8 ARRB2 VSIG4 STXBP2 JAK3 SLAMF8 CD86 C5AR2 C1QC C1QB C1QA C5AR1"
4.34697553294525e-06,15,124,"Regulation of cytokine biosynthetic process ","TLR7 SPN TYROBP MAP2K3 BCL3 SYK INPP5D PTAFR CEBPB RELA CARD9 CARD11 TLR6 CD86 EBI3"
4.34697553294525e-06,27,377,"Regulation of T cell activation ","JAK3 CD86 TNFRSF14 TNFAIP8L2 SYK HAVCR2 LGALS9 CLECL1 CARD11 TNFRSF1B TNFSF13B PTPN6 SASH3 HLX GNRH1 VSIG4 CCDC88B CEBPB PTPN2 ADA SPN RASAL3 RUNX1 NOD2 NFATC2 EBI3 VAV1"
4.4442854744973e-06,21,241,"T cell proliferation ","JAK3 CD86 TNFRSF14 SYK LGALS9 CLECL1 SLC11A1 TNFRSF1B ELF4 TNFSF13B EBI3 PTPN6 SASH3 HAVCR2 GNRH1 VSIG4 CCDC88B CEBPB CARD11 RASAL3 SPN"
4.48528557827829e-06,8,28,"Regulation of mast cell degranulation ","SYK FES CD84 FGR FCER1G VAMP8 LGALS9 STXBP2"
4.63275389083861e-06,52,1074,"Immune system development ","JAK3 LTBR FCER1G RUNX1 SYK TREM2 MKNK2 C1QC LGALS9 SPN MAFB LILRB3 TYROBP POU2F2 SPI1 BCL3 JMJD6 NFKB2 IRAK3 RELB SIPA1L3 TCIRG1 PTPN6 SASH3 BATF3 ZBTB46 GPS2 HAVCR2 HLX VAV1 EPHA2 BCL2L11 CMTM7 FZD7 BATF RBM47 INPP5D CEBPB PTPN2 HCLS1 FZD9 ADA CARD11 NFAM1 CEBPA ETV6 FES HSPA1A SLAMF8 CD86 CREBBP NFATC2"
5.77196144756897e-06,50,1021,"Hematopoietic or lymphoid organ development ","JAK3 LTBR FCER1G RUNX1 SYK TREM2 MKNK2 C1QC LGALS9 SPN MAFB LILRB3 TYROBP POU2F2 SPI1 BCL3 JMJD6 NFKB2 RELB SIPA1L3 TCIRG1 PTPN6 SASH3 BATF3 ZBTB46 GPS2 HLX VAV1 EPHA2 BCL2L11 CMTM7 FZD7 BATF RBM47 INPP5D CEBPB PTPN2 HCLS1 FZD9 ADA CARD11 NFAM1 CEBPA ETV6 FES HSPA1A SLAMF8 CD86 CREBBP NFATC2"
5.86219388398743e-06,8,29,"Regulation of mast cell activation involved in immune response ","SYK FES CD84 FGR FCER1G VAMP8 LGALS9 STXBP2"
5.98397375099014e-06,50,1023,"Exocytosis ","SYK FES CD84 FGR STXBP2 LAT2 SLC17A9 HCK GIT1 MICAL1 FCER1G PTAFR HAP1 VAMP8 LGALS9 PLAUR TYROBP SLC11A1 RNASET2 TNFRSF1B GRN CYBA TSPAN14 TCIRG1 PTPN6 LRMP ARHGAP9 SIGLEC9 CHI3L1 SLC2A5 LHFPL2 DOK3 FERMT3 CDA LAIR1 SERPINF2 RNASE2 RNASE3 AGPAT2 HSPA6 ARHGAP45 DGAT1 SERPINA1 C5AR1 TOR4A HSPA1A LILRB3 CPNE1 NFAM1 SIGLEC14"
6.86339150243416e-06,78,1937,"Positive regulation of cell communication ","LGALS9 MAP2K3 FLT4 LTBR G0S2 GDF15 CD180 GPR65 PIK3R5 NOD2 MLKL GPR4 CPNE1 FZD7 MSX1 AGPAT2 CYBA TREM2 IL10RA KLK14 ARRB2 SCIMP SERPINF2 TNIP2 RELA TLR6 CARD9 S100A4 TLR7 C5AR1 ADRA2B GIPR TYROBP SSH1 ARHGAP4 KMO GPS2 CHI3L1 C5AR2 HAVCR2 CMTM3 PRDM15 SLA SH2B2 CREBRF SYK HAP1 PTPN2 HCLS1 IRS2 FZD9 ADA CARD11 ITSN2 NFAM1 SHANK3 TNFRSF10B BCL2L11 FGR CREBBP PTBP1 PLAUR TSPAN14 PTPN6 VAMP8 NCF1 DEDD2 NUPR1 HSPA1A AXIN1 BMF CD86 DOK1 CXCR4 IRAK2 VAV1 BCL2L1 ARAP1"
7.24827106071863e-06,72,1737,"Regulation of response to stress ","LTBR PROC FCER1G TNFAIP8L2 SYK MLKL TLR6 TLR7 MICB GPSM3 FZD7 MSX1 NOD2 WAS GRN CYBA GPS2 ANKLE1 SERPINF2 LGALS9 BCL2L1 RELA IFNLR1 CARD9 HSPA1A LILRA2 FGR TNFRSF1B IRAK3 TREM2 CXCR4 SESN2 IRAK2 HAVCR2 AOAH ARRB2 VAV1 TNIP2 CEBPB C1QA PTPN2 NUPR1 IL17RA CHEK2 ADA C5AR1 CEBPA SHANK3 FLT4 VAMP8 MAPKBP1 NCF1 SIGLEC10 VSIG4 AXIN1 SLAMF8 FKBP4 CREBBP PLAUR HCK RELB DNAJB6 PTPN6 DNAJB1 C5AR2 PLA2G7 BCL2L11 IFNGR2 C1QC C1QB MUC6 CARD11"
7.92576781624771e-06,78,1945,"Positive regulation of signaling ","LGALS9 MAP2K3 FLT4 LTBR G0S2 GDF15 CD180 GPR65 PIK3R5 NOD2 MLKL GPR4 CPNE1 FZD7 MSX1 AGPAT2 CYBA TREM2 IL10RA KLK14 ARRB2 SCIMP SERPINF2 TNIP2 RELA TLR6 CARD9 S100A4 TLR7 C5AR1 ADRA2B GIPR TYROBP SSH1 ARHGAP4 KMO GPS2 CHI3L1 C5AR2 HAVCR2 CMTM3 PRDM15 SLA SH2B2 CREBRF SYK HAP1 PTPN2 HCLS1 IRS2 ARAP1 FZD9 ADA CARD11 ITSN2 NFAM1 SHANK3 TNFRSF10B BCL2L11 FGR CREBBP PTBP1 PLAUR TSPAN14 PTPN6 VAMP8 NCF1 DEDD2 NUPR1 HSPA1A AXIN1 BMF CD86 DOK1 CXCR4 IRAK2 VAV1 BCL2L1"
8.31314740581756e-06,21,252,"T cell differentiation ","FCER1G LGALS9 SPN BCL3 JMJD6 RELB TCIRG1 SASH3 HLX VAV1 FZD7 BATF SYK PTPN2 ADA CARD11 MAFB JAK3 RUNX1 CD86 NFATC2"
8.31314740581756e-06,14,114,"Macrophage activation ","SYK TYROBP SLC11A1 JMJD6 TREM2 HAVCR2 VSIG4 TNIP2 C1QA TLR6 TLR7 C5AR1 CEBPA GRN"
8.31314740581756e-06,19,209,"Negative regulation of leukocyte activation ","CD86 TNFRSF14 TNFAIP8L2 GRN CD84 HAVCR2 LGALS9 LST1 TYROBP PTPN6 HLX GNRH1 VSIG4 INPP5D CEBPB PTPN2 JAK3 RUNX1 SPN"
8.87479957819571e-06,39,714,"Immune response-regulating signaling pathway ","C5AR2 FCER1G SH2B2 SYK TLR6 TLR7 C5AR1 CYBA LAT2 NOD2 RELA MICB LILRA2 IRAK3 PTPN6 GPS2 IRAK2 HAVCR2 CMTM3 ARRB2 TNIP2 KLHL6 PTPN2 ADA NFAM1 NFATC2 HSPA1A FGR CREBBP WAS HCK RELB ARPC1B VAV1 RUNX1 INPP5D MUC6 CARD9 CARD11"
9.24989680882759e-06,48,980,"Hemopoiesis ","JAK3 LTBR FCER1G RUNX1 SYK TREM2 MKNK2 C1QC LGALS9 SPN MAFB LILRB3 TYROBP POU2F2 SPI1 BCL3 JMJD6 RELB SIPA1L3 TCIRG1 PTPN6 SASH3 BATF3 ZBTB46 GPS2 HLX VAV1 EPHA2 CMTM7 FZD7 BATF RBM47 INPP5D CEBPB PTPN2 HCLS1 FZD9 ADA CARD11 NFAM1 CEBPA ETV6 FES HSPA1A SLAMF8 CD86 CREBBP NFATC2"
9.29135478800727e-06,30,471,"Regulation of cell-cell adhesion ","JAK3 CD86 TNFRSF14 TNFAIP8L2 SYK HAVCR2 FERMT3 LGALS9 CLECL1 ADA CARD11 TNFSF13B PTPN6 SASH3 HLX GNRH1 VSIG4 CCDC88B PTAFR CEBPB PTPN2 RASAL3 RELA RUNX1 NOD2 SPN FXYD5 EBI3 VAV1 SERPINF2"
9.46809843201238e-06,84,2165,"Cell proliferation ","FLT4 JAK3 CD86 SASH3 CD180 SLA TNFRSF14 SYK NUPR1 FES NOL12 GRN NOP2 PTPN6 BNIPL LGALS9 RELA TMEM119 CLECL1 C5AR1 LST1 CEBPA TYROBP SLC11A1 TNFRSF1B CYBA BIRC5 ELF4 TNFSF13B EBI3 TCIRG1 C5AR2 HAVCR2 HLX SINHCAF EPHA2 TBX19 GNRH1 VSIG4 MSX1 SPINT1 NOD2 SERPINF2 CCDC88B INPP5D PTAFR CHST11 BCL2L1 COL8A2 CEBPB HCLS1 ASCL2 IRS2 FZD9 ADA MAFG CARD11 E2F4 ETV5 MLXIPL NFATC2 HCK RASAL3 TMIGD3 USPL1 ETV6 FZD7 PTPN2 HSPA1A ADORA3 RPS6KA1 SPN CUZD1 IFNLR1 MNT CDC25B CHRNA10 IL15RA RUNX1 NAB2 PPM1D SSTR2 SERTAD1 SIPA1"
9.641340354523e-06,19,212,"Regulation of T cell proliferation ","JAK3 CD86 TNFRSF14 SYK LGALS9 CLECL1 TNFRSF1B TNFSF13B PTPN6 SASH3 HAVCR2 GNRH1 VSIG4 CCDC88B CEBPB CARD11 RASAL3 SPN EBI3"
9.87852293503413e-06,23,301,"Regulation of leukocyte differentiation ","SYK C1QC LGALS9 LILRB3 TYROBP PTPN6 SASH3 ZBTB46 HLX INPP5D CEBPB PTPN2 HCLS1 ADA CARD11 MAFB NFAM1 RUNX1 FES JAK3 SLAMF8 CD86 NFATC2"
9.87852293503413e-06,15,134,"Cytokine biosynthetic process ","TLR7 SPN TYROBP MAP2K3 BCL3 SYK INPP5D PTAFR CEBPB RELA CARD9 CARD11 TLR6 CD86 EBI3"
1.06453532858788e-05,15,135,"B cell differentiation ","JAK3 SYK POU2F2 BCL3 TCIRG1 PTPN6 GPS2 CMTM7 INPP5D PTPN2 FZD9 ADA CARD11 NFAM1 SLAMF8"
1.06453532858788e-05,15,135,"Cytokine metabolic process ","TLR7 SPN TYROBP MAP2K3 BCL3 SYK INPP5D PTAFR CEBPB RELA CARD9 CARD11 TLR6 CD86 EBI3"
1.24144379455379e-05,24,329,"Positive regulation of lymphocyte activation ","JAK3 CD86 SASH3 SYK TNFRSF14 NOD2 LGALS9 CLECL1 CARD11 TYROBP TNFSF13B HAVCR2 HLX CCDC88B TNIP2 INPP5D IRS2 ADA NFATC2 RASAL3 RUNX1 EBI3 PTPN6 VAV1"
1.45037366996696e-05,33,563,"Negative regulation of immune system process ","CD86 TNFRSF14 TNFAIP8L2 GRN CD84 HAVCR2 C1QC LGALS9 MAFB LST1 MICB LILRB3 TYROBP IRAK3 PTPN6 ZBTB46 GPS2 HLX ARRB2 GNRH1 VSIG4 FCER1G INPP5D CEBPB PTPN2 ADA TLR6 C5AR2 LILRA2 JAK3 SLAMF8 RUNX1 SPN"
1.54440117443835e-05,17,178,"Regulation of tumor necrosis factor superfamily cytokine production ","IRAK3 CYBA NOD2 LGALS9 SPN LILRA2 TYROBP BCL3 PTPN6 SASH3 HAVCR2 ARRB2 FCER1G PTAFR CARD9 C5AR2 CD86"
1.58975805464644e-05,9,45,"Mast cell degranulation ","SYK FES CD84 FGR LAT2 FCER1G VAMP8 LGALS9 STXBP2"
1.74379298956755e-05,90,2415,"Cell death ","GSDMB LTBR TNFRSF10B G0S2 GDF15 BCL2L11 DEDD2 BNIPL BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 BMF DNAJB6 RPS6KA1 RNF122 EPHA2 MSX1 TMC8 TNIP2 LGALS9 RELA AEN CHEK2 HSPA1A E2F2 CDK11A TYROBP TNFRSF1B SPI1 MNT SSH1 SIRT4 TREM2 MKNK2 DIDO1 AXIN1 TCIRG1 KMO CXCR4 CHAC1 CHI3L1 MICAL1 ETV6 GPR65 OSGIN1 ARRB2 ADCY10 GNRH1 NCF1 FCER1G MPZ CCR5 TNFAIP8L2 NOD2 MLKL INPP5D CHST11 CEBPB C1QA TNFRSF10D PTPN2 NUPR1 SIAH2 IRS2 CARD9 STK40 ADA C5AR1 CARD11 PLAUR FLT4 HCK PROC PARP16 HCLS1 FZD9 JAK3 TLR6 CREBBP PTPN6 MCF2L FGD3 KLK14 FURIN VAV1 ST14 KRT15"
1.84030200638002e-05,52,1133,"Positive regulation of intracellular signal transduction ","LGALS9 MAP2K3 FLT4 LTBR GPR65 PIK3R5 NOD2 MLKL GPR4 FZD7 MSX1 TREM2 IL10RA GDF15 ARRB2 SCIMP SERPINF2 TNIP2 RELA TLR6 CARD9 S100A4 TLR7 C5AR1 CPNE1 ADRA2B GIPR CHI3L1 C5AR2 HAVCR2 SYK HAP1 PTPN2 HCLS1 ADA CARD11 TNFRSF10B FGR PTBP1 PTPN6 NCF1 NUPR1 HSPA1A AXIN1 BMF CD86 CXCR4 IRAK2 VAV1 BCL2L11 BCL2L1 IRS2"
1.84030200638002e-05,71,1756,"Regulation of cell proliferation ","FLT4 JAK3 CD86 SASH3 SLA TNFRSF14 SYK NUPR1 FES NOL12 GRN NOP2 BNIPL LGALS9 RELA TMEM119 CLECL1 C5AR1 LST1 CEBPA TYROBP TNFRSF1B CYBA BIRC5 TNFSF13B PTPN6 C5AR2 HAVCR2 HLX SINHCAF TBX19 GNRH1 VSIG4 MSX1 SPINT1 NOD2 SERPINF2 CCDC88B INPP5D PTAFR CHST11 BCL2L1 CEBPB HCLS1 ASCL2 IRS2 ADA MAFG CARD11 E2F4 ETV5 MLXIPL NFATC2 HCK RASAL3 TMIGD3 FZD7 PTPN2 FZD9 HSPA1A ADORA3 SPN IFNLR1 MNT CDC25B EBI3 TCIRG1 CHRNA10 PPM1D SSTR2 SERTAD1"
1.85068902726663e-05,9,46,"Mast cell activation involved in immune response ","SYK FES CD84 FGR LAT2 FCER1G VAMP8 LGALS9 STXBP2"
1.85068902726663e-05,17,181,"Negative regulation of lymphocyte activation ","CD86 TNFRSF14 TNFAIP8L2 HAVCR2 LGALS9 LST1 TYROBP PTPN6 HLX GNRH1 VSIG4 INPP5D CEBPB PTPN2 JAK3 RUNX1 SPN"
1.95770294862969e-05,14,124,"Regulation of B cell activation ","SASH3 SYK NOD2 TYROBP TNFSF13B PTPN6 TNIP2 INPP5D IRS2 ADA CARD11 NFAM1 NFATC2 SLAMF8"
1.96478994660212e-05,17,182,"Tumor necrosis factor superfamily cytokine production ","IRAK3 CYBA NOD2 LGALS9 SPN LILRA2 TYROBP BCL3 PTPN6 SASH3 HAVCR2 ARRB2 FCER1G PTAFR CARD9 C5AR2 CD86"
1.99007700393849e-05,29,466,"Immune response-activating cell surface receptor signaling pathway ","C5AR2 FCER1G SH2B2 SYK C5AR1 LAT2 MICB LILRA2 PTPN6 GPS2 CMTM3 KLHL6 PTPN2 ADA NFAM1 NFATC2 RELA FGR CREBBP WAS HCK RELB ARPC1B VAV1 RUNX1 INPP5D MUC6 CARD9 CARD11"
2.16614828194776e-05,9,47,"Mast cell mediated immunity ","SYK FES CD84 FGR LAT2 FCER1G VAMP8 LGALS9 STXBP2"
2.30343251334722e-05,85,2257,"Programmed cell death ","GSDMB LTBR TNFRSF10B G0S2 GDF15 BCL2L11 DEDD2 BNIPL BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 BMF DNAJB6 RPS6KA1 RNF122 EPHA2 MSX1 TMC8 TNIP2 LGALS9 RELA AEN CHEK2 HSPA1A E2F2 CDK11A TYROBP TNFRSF1B SPI1 MNT SIRT4 TREM2 MKNK2 DIDO1 AXIN1 TCIRG1 CXCR4 CHAC1 CHI3L1 MICAL1 ETV6 GPR65 OSGIN1 ARRB2 ADCY10 GNRH1 NCF1 FCER1G MPZ CCR5 TNFAIP8L2 NOD2 MLKL INPP5D CHST11 CEBPB TNFRSF10D PTPN2 NUPR1 SIAH2 IRS2 CARD9 STK40 ADA C5AR1 CARD11 PLAUR FLT4 HCK PROC HCLS1 FZD9 JAK3 CREBBP PTPN6 MCF2L FGD3 KLK14 FURIN VAV1 ST14 KRT15"
2.32662924565656e-05,21,272,"Positive regulation of leukocyte cell-cell adhesion ","JAK3 CD86 SYK TNFRSF14 LGALS9 CLECL1 CARD11 TNFSF13B SASH3 HAVCR2 HLX CCDC88B PTAFR ADA RASAL3 RELA RUNX1 NOD2 EBI3 PTPN6 VAV1"
2.54754856110773e-05,9,48,"Regulation of leukocyte degranulation ","SYK FES CD84 FGR FCER1G PTAFR VAMP8 LGALS9 STXBP2"
2.76387594855676e-05,19,230,"Negative regulation of cell activation ","CD86 TNFRSF14 TNFAIP8L2 GRN CD84 HAVCR2 LGALS9 LST1 TYROBP PTPN6 HLX GNRH1 VSIG4 INPP5D CEBPB PTPN2 JAK3 RUNX1 SPN"
2.83486786167313e-05,76,1954,"Regulation of cell differentiation ","SEMA3F SSH1 ZSWIM4 SSH2 SYK SEMA6B ASCL2 MAFF MAFG CETP PTBP1 GRN NFATC2 C1QC SERPINF2 LGALS9 TMEM119 ITSN2 MAFB LILRB3 CPNE1 SRGAP2 ADRA2B TYROBP TNFRSF1B JADE2 ARHGAP4 TREM2 ZMYND8 TCIRG1 WNT5B PTPN6 CXCR4 SASH3 GDF15 ZBTB46 GPS2 HLX SINHCAF JDP2 ARRB2 TBX19 GNRH1 TBX6 MSX1 SPINT1 INPP5D CEBPB RELA C1QA HAP1 GLIS1 PTPN2 CDH4 HCLS1 ADA C5AR1 CARD11 NFAM1 ETV5 CEBPA SHANK3 FZD7 HDAC7 SPI1 PROC RUNX1 FES HSPA1A FKBP4 JAK3 ESRRB SLAMF8 CD86 CREBBP RPS6KA1"
3.0465764724554e-05,7,26,"Positive regulation of interleukin-4 production ","LGALS9 SASH3 FCER1G SYK CEBPB HAVCR2 CD86"
3.95915750024554e-05,119,3547,"Response to organic substance ","SLC11A1 IRAK3 LHB RELB JAK3 IL10RA CD86 GDF15 SESN2 CD180 IRAK2 PARP16 NPFFR1 IFNGR2 SH2B2 NOD2 RELA HSPA6 HAP1 TLR6 SSTR2 IFNLR1 IRS2 SPRY4 PALM3 HSPA1A CPNE1 AGPAT2 FLT4 SPI1 SSH1 TREM2 CXCR4 PLVAP ARRB2 LGALS9 BCL2L1 MICB P2RY11 CEBPA FKBP4 MLXIPL GIPR WAS TNFRSF1B CYBA TBXAS1 STXBP2 NFKB2 BIRC5 ANGPT2 EBI3 PLOD3 TCIRG1 DOK1 KMO ESRRB CHAC1 ARPC1B GPS2 CHI3L1 HAVCR2 RCN3 SLC2A5 IL2RG GNRH1 FCER1G CCR5 LAPTM5 MSX1 CREBRF SYK SPINT1 SERPINF2 STIP1 TNIP2 PTAFR CHST11 RGS19 CEBPB PTPN2 IL17RA HCLS1 CHEK2 IL3RA CARD9 EIF4EBP1 ADA C5AR1 PIM3 CREBBP MAP2K3 IL15RA EPHA2 RPS6KA4 SLC3A2 FES LILRA2 WNT5B FZD7 GRK2 PTBP1 GNA15 HCK TNFSF13B AXIN1 LTBR PTPN6 DNAJB1 FURIN VAV1 SERPINH1 BCL2L11 BATF TNFRSF14 RUNX1 INPP5D IL16 IFI30"
4.57240269160033e-05,14,134,"Negative regulation of T cell activation ","CD86 TNFRSF14 TNFAIP8L2 HAVCR2 LGALS9 PTPN6 HLX GNRH1 VSIG4 CEBPB PTPN2 JAK3 RUNX1 SPN"
4.57240269160033e-05,74,1911,"Positive regulation of multicellular organismal process ","TNFRSF14 SYK TLR7 GPSM3 CYBA SRPX2 FURIN NOD2 SERPINF2 LGALS9 CEBPB IL17RA TMEM119 SPN ITSN2 CPNE1 LILRA2 ADRA2B FGR TYROBP SLC11A1 TNFRSF1B JADE2 TBXAS1 BCL3 SSH1 IRAK3 ANGPT2 TREM2 ZMYND8 CXCR4 SASH3 G0S2 ZBTB46 KDM6B CHI3L1 HAVCR2 HLX ARRB2 FCER1G SPINT1 CCDC88B INPP5D PTAFR RELA C1QA HAP1 CDH4 HCLS1 NPY2R CARD9 FZD9 ADA C5AR1 CARD11 NFAM1 ETV5 CEBPA SHANK3 MAP2K3 FLT4 HDAC7 VAMP8 RUNX1 AGPAT2 FES HSPA1A GRN ESRRB TLR6 CD86 CREBBP NFKB2 EBI3"
4.63021553012035e-05,16,174,"Regulation of tumor necrosis factor production ","IRAK3 CYBA NOD2 LGALS9 SPN LILRA2 TYROBP BCL3 PTPN6 SASH3 HAVCR2 ARRB2 FCER1G PTAFR CARD9 C5AR2"
4.71826003088254e-05,8,39,"Regulation of mast cell activation ","SYK FES CD84 FGR FCER1G VAMP8 LGALS9 STXBP2"
4.91369593624315e-05,25,385,"Response to molecule of bacterial origin ","SLC11A1 CD86 CD180 TLR6 PALM3 NOD2 TNFRSF1B NFKB2 IRAK3 TREM2 IL10RA KMO IRAK2 HAVCR2 GNRH1 TNIP2 PTAFR CEBPB RELA CARD9 C5AR1 CCR5 LGALS9 LILRA2 HCK"
4.97263854216643e-05,12,99,"Negative regulation of mononuclear cell proliferation ","CD86 TNFRSF14 LGALS9 LST1 TYROBP PTPN6 HAVCR2 GNRH1 VSIG4 INPP5D CEBPB SPN"
4.97263854216643e-05,12,99,"Negative regulation of lymphocyte proliferation ","CD86 TNFRSF14 LGALS9 LST1 TYROBP PTPN6 HAVCR2 GNRH1 VSIG4 INPP5D CEBPB SPN"
4.97500344432778e-05,29,491,"Leukocyte migration ","TNFRSF14 FCER1G GPSM3 PLA2G7 SYK TREM2 VAV1 PTAFR IL16 IL17RA ADA C5AR1 SPN PLVAP C5AR2 LGALS9 SLAMF8 CD84 ANGPT2 HCK SLC7A6 PTPN6 TNFRSF10B CXCR4 SLC7A7 CCR5 SLC3A2 INPP5D TNFRSF10D"
5.13599566503403e-05,16,176,"Tumor necrosis factor production ","IRAK3 CYBA NOD2 LGALS9 SPN LILRA2 TYROBP BCL3 PTPN6 SASH3 HAVCR2 ARRB2 FCER1G PTAFR CARD9 C5AR2"
5.37026736083476e-05,118,3536,"Cellular response to chemical stimulus ","IRAK3 LHB JAK3 IL10RA CD86 CXCR4 GDF15 SESN2 CD180 IRAK2 PARP16 NPFFR1 FANCC FCER1G IFNGR2 CCR5 SH2B2 MT1B HSPA6 HAP1 SSTR2 IFNLR1 IRS2 SPRY4 PALM3 HSPA1A MT1A GPSM3 CPNE1 AGPAT2 FLT4 SPI1 SSH1 TREM2 MKNK2 PLVAP ARRB2 ADCY10 PLA2G7 NCF1 SYK NOD2 LGALS9 RELA ARID5A P2RY11 ETV5 CEBPA FKBP4 MLXIPL WAS TNFRSF1B CYBA STXBP2 SIRT4 BIRC5 ANGPT2 EBI3 PLOD3 TCIRG1 DOK1 KMO ESRRB KDM6B GPS2 CHI3L1 HAVCR2 VAV1 SLC2A5 IL2RG LAPTM5 MSX1 CREBRF SPINT1 STIP1 TNIP2 PTAFR CHST11 BCL2L1 CEBPB IL16 PTPN2 IL17RA CHEK2 IL3RA EIF4EBP1 C5AR1 PIM3 SIPA1 TLR6 CREBBP MAP2K3 IL15RA C5AR2 EPHA2 RPS6KA4 HCLS1 FES LILRA2 WNT5B FZD7 SLAMF8 GRK2 PTBP1 GNA15 NCF4 HCK TNFSF13B AXIN1 LTBR PTPN6 FURIN BCL2L11 BATF TNFRSF14 RUNX1 INPP5D IFI30"
5.93660872096774e-05,22,315,"Positive regulation of cell-cell adhesion ","JAK3 CD86 SYK TNFRSF14 LGALS9 CLECL1 CARD11 TNFSF13B SASH3 HAVCR2 HLX CCDC88B PTAFR ADA RASAL3 RELA RUNX1 NOD2 EBI3 PTPN6 VAV1 SERPINF2"
5.93660872096774e-05,12,101,"Alpha-beta T cell differentiation ","LGALS9 SPN BCL3 RELB SASH3 HLX BATF SYK ADA JAK3 RUNX1 CD86"
6.41689299562132e-05,10,69,"Interleukin-2 production ","HDAC7 HAVCR2 SLC11A1 SASH3 VSIG4 FCER1G CARD9 CARD11 RUNX1 CD86"
6.41689299562132e-05,8,41,"Interleukin-4 production ","LGALS9 CLECL1 SASH3 FCER1G SYK CEBPB HAVCR2 CD86"
6.41689299562132e-05,11,85,"Positive regulation of cytokine biosynthetic process ","TLR7 SPN TYROBP BCL3 SYK PTAFR RELA CARD11 TLR6 CD86 EBI3"
6.41689299562132e-05,31,554,"Regulation of innate immune response ","TLR6 TLR7 MICB GRN CYBA NOD2 LGALS9 RELA LILRA2 FGR IRAK3 GPS2 IRAK2 HAVCR2 ARRB2 VAV1 TNIP2 PTPN2 CARD9 HSPA1A VSIG4 SLAMF8 CREBBP HCK RELB PTPN6 FCER1G IFNGR2 SYK MUC6 CARD11"
6.41689299562132e-05,97,2763,"Regulation of developmental process ","SEMA3F SSH1 ZSWIM4 SSH2 SYK SEMA6B ASCL2 MAFF MAFG CETP PTBP1 GRN NFATC2 SRPX2 C1QC SERPINF2 LGALS9 CEBPB TMEM119 ITSN2 MAFB LILRB3 CPNE1 SRGAP2 ADRA2B FGR TYROBP TNFRSF1B FLT4 JADE2 ARHGAP4 IRAK3 ANGPT2 TREM2 ZMYND8 TNFSF13B TCIRG1 WNT5B PTPN6 CXCR4 SASH3 GDF15 ZBTB46 GPS2 CHI3L1 HAVCR2 HLX SINHCAF JDP2 ARRB2 EPHA2 TBX19 GNRH1 TBX6 BCL2L11 MSX1 SPINT1 NAB2 INPP5D RELA C1QA HAP1 GLIS1 PTPN2 NUPR1 GPR4 CDH4 HCLS1 FMNL1 FZD9 ADA C5AR1 CARD11 LST1 NFAM1 ETV5 CEBPA SHANK3 E2F2 FZD7 STAB1 HDAC7 SPI1 HCK PROC RUNX1 FES ARAP1 HSPA1A FKBP4 JAK3 ESRRB FGD3 SLAMF8 CD86 CREBBP RPS6KA1"
7.09255671611588e-05,9,55,"Regulation of myeloid leukocyte mediated immunity ","SYK FES CD84 FGR FCER1G PTAFR VAMP8 LGALS9 STXBP2"
8.45640914499599e-05,12,105,"Positive regulation of tumor necrosis factor superfamily cytokine production ","CYBA NOD2 LGALS9 SPN LILRA2 TYROBP SASH3 HAVCR2 FCER1G PTAFR CARD9 CD86"
8.45640914499599e-05,12,105,"Negative regulation of leukocyte proliferation ","CD86 TNFRSF14 LGALS9 LST1 TYROBP PTPN6 HAVCR2 GNRH1 VSIG4 INPP5D CEBPB SPN"
9.37765940173545e-05,53,1242,"Innate immune response ","FCER1G TLR6 TLR7 MICB GRN CYBA NOD2 LGALS9 RNASE3 RELA LILRA2 FGR WAS SLC11A1 CD84 STXBP2 IRAK3 HCK ELF4 JAK3 PTPN6 GPS2 CD180 IRAK2 HAVCR2 ARRB2 VAV1 SIGLEC10 VSIG4 TNFRSF14 C1QC TNFAIP8L2 SYK TNIP2 C1QB C1QA PTPN2 CARD9 ARID5A HSPA1A SLAMF8 IFNLR1 CREBBP TYROBP TREM2 RELB NCF1 IFNGR2 PTAFR MUC6 CARD11 IFI30 SIGLEC14"
9.37765940173545e-05,19,253,"Positive regulation of T cell activation ","JAK3 CD86 SYK TNFRSF14 LGALS9 CLECL1 CARD11 TNFSF13B SASH3 HAVCR2 HLX CCDC88B ADA RASAL3 RUNX1 NOD2 EBI3 PTPN6 VAV1"
9.90869348706115e-05,14,145,"Negative regulation of leukocyte cell-cell adhesion ","CD86 TNFRSF14 TNFAIP8L2 HAVCR2 LGALS9 PTPN6 HLX GNRH1 VSIG4 CEBPB PTPN2 JAK3 RUNX1 SPN"
0.000102668642871159,10,73,"CD4-positive, alpha-beta T cell differentiation ","LGALS9 SPN BCL3 RELB SASH3 HLX BATF JAK3 RUNX1 CD86"
